Target Detail	Target Rank	Target Score	miRNA Name	Gene Symbol	Gene Description	
Details	688	72	hsa-miR-126-5p	RUNX1T1	RUNX1 translocation partner 1	
Details	689	72	hsa-miR-126-5p	DAB2IP	DAB2 interacting protein	
Details	690	72	hsa-miR-126-5p	FMO2	flavin containing monooxygenase 2	
Details	691	72	hsa-miR-126-5p	AP1G1	adaptor related protein complex 1 subunit gamma 1	
Details	692	72	hsa-miR-126-5p	TMCO4	transmembrane and coiled-coil domains 4	
Details	693	72	hsa-miR-126-5p	BAG3	BCL2 associated athanogene 3	
Details	694	71	hsa-miR-126-5p	GPR88	G protein-coupled receptor 88	
Details	695	71	hsa-miR-126-5p	COBLL1	cordon-bleu WH2 repeat protein like 1	
Details	696	71	hsa-miR-126-5p	BARD1	BRCA1 associated RING domain 1	
Details	697	71	hsa-miR-126-5p	ABRA	actin binding Rho activating protein	
Details	698	71	hsa-miR-126-5p	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3	
Details	699	71	hsa-miR-126-5p	HRH4	histamine receptor H4	
Details	700	71	hsa-miR-126-5p	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	
Details	701	71	hsa-miR-126-5p	ZNF354C	zinc finger protein 354C	
Details	702	71	hsa-miR-126-5p	ZNF407	zinc finger protein 407	
Details	703	71	hsa-miR-126-5p	ANK3	ankyrin 3	
Details	704	71	hsa-miR-126-5p	EBPL	EBP like	
Details	705	71	hsa-miR-126-5p	LDB1	LIM domain binding 1	
Details	706	71	hsa-miR-126-5p	C2	complement C2	
Details	707	71	hsa-miR-126-5p	RBM26	RNA binding motif protein 26	
Details	708	71	hsa-miR-126-5p	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	
Details	709	71	hsa-miR-126-5p	AGTR2	angiotensin II receptor type 2	
Details	710	71	hsa-miR-126-5p	STC1	stanniocalcin 1	
Details	711	71	hsa-miR-126-5p	CHD1L	chromodomain helicase DNA binding protein 1 like	
Details	712	71	hsa-miR-126-5p	TSG101	tumor susceptibility 101	
Details	713	71	hsa-miR-126-5p	SPOUT1	SPOUT domain containing methyltransferase 1	
Details	714	71	hsa-miR-126-5p	MIPOL1	mirror-image polydactyly 1	
Details	715	71	hsa-miR-126-5p	ATG3	autophagy related 3	
Details	716	71	hsa-miR-126-5p	SPATA6	spermatogenesis associated 6	
Details	717	71	hsa-miR-126-5p	RAB11FIP2	RAB11 family interacting protein 2	
Details	718	71	hsa-miR-126-5p	DOCK7	dedicator of cytokinesis 7	
Details	719	71	hsa-miR-126-5p	BRAF	B-Raf proto-oncogene, serine/threonine kinase	
Details	720	71	hsa-miR-126-5p	MCTS1	MCTS1, re-initiation and release factor	
Details	721	71	hsa-miR-126-5p	TRAPPC13	trafficking protein particle complex 13	
Details	722	71	hsa-miR-126-5p	PCSK2	proprotein convertase subtilisin/kexin type 2	
Details	723	71	hsa-miR-126-5p	PCLO	piccolo presynaptic cytomatrix protein	
Details	724	71	hsa-miR-126-5p	SCAP	SREBF chaperone	
Details	725	70	hsa-miR-126-5p	SLC7A4	solute carrier family 7 member 4	
Details	726	70	hsa-miR-126-5p	PALM2	paralemmin 2	
Details	727	70	hsa-miR-126-5p	ALDH1L2	aldehyde dehydrogenase 1 family member L2	
Details	728	70	hsa-miR-126-5p	AKIRIN1	akirin 1	
Details	729	70	hsa-miR-126-5p	MRPL57	mitochondrial ribosomal protein L57	
Details	730	70	hsa-miR-126-5p	POU2F1	POU class 2 homeobox 1	
Details	731	70	hsa-miR-126-5p	AASS	aminoadipate-semialdehyde synthase	
Details	732	70	hsa-miR-126-5p	CALCRL	calcitonin receptor like receptor	
Details	733	70	hsa-miR-126-5p	CNEP1R1	CTD nuclear envelope phosphatase 1 regulatory subunit 1	
Details	734	70	hsa-miR-126-5p	RAB22A	RAB22A, member RAS oncogene family	
Details	735	70	hsa-miR-126-5p	DNAH5	dynein axonemal heavy chain 5	
Details	736	70	hsa-miR-126-5p	PCSK5	proprotein convertase subtilisin/kexin type 5	
Details	737	70	hsa-miR-126-5p	PPAT	phosphoribosyl pyrophosphate amidotransferase	
Details	738	70	hsa-miR-126-5p	NR3C1	nuclear receptor subfamily 3 group C member 1	
Details	739	70	hsa-miR-126-5p	GLCE	glucuronic acid epimerase	
Details	740	70	hsa-miR-126-5p	NEUROG2	neurogenin 2	
Details	741	70	hsa-miR-126-5p	RC3H1	ring finger and CCCH-type domains 1	
Details	742	70	hsa-miR-126-5p	PTPN11	protein tyrosine phosphatase, non-receptor type 11	
Details	743	70	hsa-miR-126-5p	MCM5	minichromosome maintenance complex component 5	
Details	744	70	hsa-miR-126-5p	CCDC179	coiled-coil domain containing 179	
Details	745	70	hsa-miR-126-5p	TTC9	tetratricopeptide repeat domain 9	
Details	746	70	hsa-miR-126-5p	GPATCH8	G-patch domain containing 8	
Details	747	70	hsa-miR-126-5p	CDYL2	chromodomain Y like 2	
Details	748	69	hsa-miR-126-5p	CLEC19A	C-type lectin domain containing 19A	
Details	749	69	hsa-miR-126-5p	SLC33A1	solute carrier family 33 member 1	
Details	750	69	hsa-miR-126-5p	KIAA0355	KIAA0355	
Details	751	69	hsa-miR-126-5p	EEF1AKMT2	EEF1A lysine methyltransferase 2	
Details	752	69	hsa-miR-126-5p	TCEANC2	transcription elongation factor A N-terminal and central domain containing 2	
Details	753	69	hsa-miR-126-5p	TET1	tet methylcytosine dioxygenase 1	
Details	754	69	hsa-miR-126-5p	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	
Details	755	69	hsa-miR-126-5p	DYNLT3	dynein light chain Tctex-type 3	
Details	756	69	hsa-miR-126-5p	LRP1	LDL receptor related protein 1	
Details	757	69	hsa-miR-126-5p	ZC3H12B	zinc finger CCCH-type containing 12B	
Details	758	69	hsa-miR-126-5p	ZFC3H1	zinc finger C3H1-type containing	
Details	759	69	hsa-miR-126-5p	USP45	ubiquitin specific peptidase 45	
Details	760	69	hsa-miR-126-5p	TNIK	TRAF2 and NCK interacting kinase	
Details	761	69	hsa-miR-126-5p	RHOBTB3	Rho related BTB domain containing 3	
Details	762	69	hsa-miR-126-5p	DISC1	DISC1 scaffold protein	
Details	763	69	hsa-miR-126-5p	PLA2G12A	phospholipase A2 group XIIA	
Details	764	69	hsa-miR-126-5p	ANKIB1	ankyrin repeat and IBR domain containing 1	
Details	765	69	hsa-miR-126-5p	FZD3	frizzled class receptor 3	
Details	766	68	hsa-miR-126-5p	KIF13A	kinesin family member 13A	
Details	767	68	hsa-miR-126-5p	NOX1	NADPH oxidase 1	
Details	768	68	hsa-miR-126-5p	HNRNPU	heterogeneous nuclear ribonucleoprotein U	
Details	769	68	hsa-miR-126-5p	CRIPT	CXXC repeat containing interactor of PDZ3 domain	
Details	770	68	hsa-miR-126-5p	DTWD2	DTW domain containing 2	
Details	771	68	hsa-miR-126-5p	LOC100144595	uncharacterized LOC100144595	
Details	772	68	hsa-miR-126-5p	SELENOI	selenoprotein I	
Details	773	68	hsa-miR-126-5p	IL1F10	interleukin 1 family member 10	
Details	774	68	hsa-miR-126-5p	TMEM64	transmembrane protein 64	
Details	775	68	hsa-miR-126-5p	NFIB	nuclear factor I B	
Details	776	68	hsa-miR-126-5p	CR1	complement C3b/C4b receptor 1 (Knops blood group)	
Details	777	68	hsa-miR-126-5p	LPIN2	lipin 2	
Details	778	68	hsa-miR-126-5p	CCDC88A	coiled-coil domain containing 88A	
Details	779	68	hsa-miR-126-5p	ELOVL2	ELOVL fatty acid elongase 2	
Details	780	68	hsa-miR-126-5p	ZBTB7B	zinc finger and BTB domain containing 7B	
Details	781	68	hsa-miR-126-5p	TIMM29	translocase of inner mitochondrial membrane 29	
Details	782	68	hsa-miR-126-5p	ZNF280D	zinc finger protein 280D	
Details	783	68	hsa-miR-126-5p	FLT1	fms related tyrosine kinase 1	
Details	784	68	hsa-miR-126-5p	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	
Details	785	68	hsa-miR-126-5p	PPIL6	peptidylprolyl isomerase like 6	
Details	786	68	hsa-miR-126-5p	FGF1	fibroblast growth factor 1	
Details	787	68	hsa-miR-126-5p	SLC25A12	solute carrier family 25 member 12	
Details	788	68	hsa-miR-126-5p	RAPGEF3	Rap guanine nucleotide exchange factor 3	
Details	789	68	hsa-miR-126-5p	FMN2	formin 2	
Details	790	68	hsa-miR-126-5p	REEP3	receptor accessory protein 3	
Details	791	68	hsa-miR-126-5p	SLCO6A1	solute carrier organic anion transporter family member 6A1	
Details	792	68	hsa-miR-126-5p	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	
Details	793	67	hsa-miR-126-5p	TMEM19	transmembrane protein 19	
Details	794	67	hsa-miR-126-5p	ODF2L	outer dense fiber of sperm tails 2 like	
Details	795	67	hsa-miR-126-5p	SPCS3	signal peptidase complex subunit 3	
Details	796	67	hsa-miR-126-5p	RGPD4	RANBP2-like and GRIP domain containing 4	
Details	797	67	hsa-miR-126-5p	HBP1	HMG-box transcription factor 1	
Details	798	67	hsa-miR-126-5p	UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked	
Details	799	67	hsa-miR-126-5p	MED4	mediator complex subunit 4	
Details	800	67	hsa-miR-126-5p	PHF14	PHD finger protein 14	
Details	801	67	hsa-miR-126-5p	MIGA1	mitoguardin 1	
Details	802	67	hsa-miR-126-5p	SLC4A10	solute carrier family 4 member 10	
Details	803	67	hsa-miR-126-5p	SNX2	sorting nexin 2	
Details	804	67	hsa-miR-126-5p	ARPC3	actin related protein 2/3 complex subunit 3	
Details	805	67	hsa-miR-126-5p	PRTG	protogenin	
Details	806	67	hsa-miR-126-5p	TMX1	thioredoxin related transmembrane protein 1	
Details	807	67	hsa-miR-126-5p	SGIP1	SH3 domain GRB2 like endophilin interacting protein 1	
Details	808	67	hsa-miR-126-5p	RAB33B	RAB33B, member RAS oncogene family	
Details	809	67	hsa-miR-126-5p	UMPS	uridine monophosphate synthetase	
Details	810	67	hsa-miR-126-5p	SLC24A2	solute carrier family 24 member 2	
Details	811	67	hsa-miR-126-5p	LYPLAL1	lysophospholipase like 1	
Details	812	67	hsa-miR-126-5p	IPMK	inositol polyphosphate multikinase	
Details	813	67	hsa-miR-126-5p	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	
Details	814	67	hsa-miR-126-5p	PITPNC1	phosphatidylinositol transfer protein cytoplasmic 1	
Details	815	67	hsa-miR-126-5p	DCLK1	doublecortin like kinase 1	
Details	816	67	hsa-miR-126-5p	ZNF326	zinc finger protein 326	
Details	817	67	hsa-miR-126-5p	UBE2V2	ubiquitin conjugating enzyme E2 V2	
Details	818	67	hsa-miR-126-5p	TEAD1	TEA domain transcription factor 1	
Details	819	66	hsa-miR-126-5p	RDH11	retinol dehydrogenase 11	
Details	820	66	hsa-miR-126-5p	PSD3	pleckstrin and Sec7 domain containing 3	
Details	821	66	hsa-miR-126-5p	OTULIN	OTU deubiquitinase with linear linkage specificity	
Details	822	66	hsa-miR-126-5p	PDE9A	phosphodiesterase 9A	
Details	823	66	hsa-miR-126-5p	LZTFL1	leucine zipper transcription factor like 1	
Details	824	66	hsa-miR-126-5p	PANX1	pannexin 1	
Details	825	66	hsa-miR-126-5p	CYP4F2	cytochrome P450 family 4 subfamily F member 2	
Details	826	66	hsa-miR-126-5p	AFF4	AF4/FMR2 family member 4	
Details	827	66	hsa-miR-126-5p	RGPD8	RANBP2-like and GRIP domain containing 8	
Details	828	66	hsa-miR-126-5p	TMEM170B	transmembrane protein 170B	
Details	829	66	hsa-miR-126-5p	METTL25	methyltransferase like 25	
Details	830	66	hsa-miR-126-5p	PSAT1	phosphoserine aminotransferase 1	
Details	831	66	hsa-miR-126-5p	UGT8	UDP glycosyltransferase 8	
Details	832	66	hsa-miR-126-5p	ANKRD20A3	ankyrin repeat domain 20 family member A3	
Details	833	66	hsa-miR-126-5p	SMC2	structural maintenance of chromosomes 2	
Details	834	66	hsa-miR-126-5p	RGPD6	RANBP2-like and GRIP domain containing 6	
Details	835	66	hsa-miR-126-5p	TACO1	translational activator of cytochrome c oxidase I	
Details	836	66	hsa-miR-126-5p	ENPP5	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)	
Details	837	66	hsa-miR-126-5p	OTUD6B	OTU domain containing 6B	
Details	838	66	hsa-miR-126-5p	SLC35G1	solute carrier family 35 member G1	
Details	839	66	hsa-miR-126-5p	SH3TC2	SH3 domain and tetratricopeptide repeats 2	
Details	840	66	hsa-miR-126-5p	NCOR1	nuclear receptor corepressor 1	
Details	841	66	hsa-miR-126-5p	DTX3L	deltex E3 ubiquitin ligase 3L	
Details	842	66	hsa-miR-126-5p	STAM2	signal transducing adaptor molecule 2	
Details	843	66	hsa-miR-126-5p	RGPD5	RANBP2-like and GRIP domain containing 5	
Details	844	66	hsa-miR-126-5p	MITF	melanocyte inducing transcription factor	
Details	845	66	hsa-miR-126-5p	FAM221A	family with sequence similarity 221 member A	
Details	846	66	hsa-miR-126-5p	TNFAIP3	TNF alpha induced protein 3	
Details	847	66	hsa-miR-126-5p	SOCS4	suppressor of cytokine signaling 4	
Details	848	66	hsa-miR-126-5p	LSAMP	limbic system associated membrane protein	
Details	849	66	hsa-miR-126-5p	PDGFD	platelet derived growth factor D	
Details	850	65	hsa-miR-126-5p	GK	glycerol kinase	
Details	851	65	hsa-miR-126-5p	TBC1D20	TBC1 domain family member 20	
Details	852	65	hsa-miR-126-5p	CLHC1	clathrin heavy chain linker domain containing 1	
Details	853	65	hsa-miR-126-5p	PALLD	palladin, cytoskeletal associated protein	
Details	854	65	hsa-miR-126-5p	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2	
Details	855	65	hsa-miR-126-5p	ATP6V1A	ATPase H+ transporting V1 subunit A	
Details	856	65	hsa-miR-126-5p	RAD51B	RAD51 paralog B	
Details	857	65	hsa-miR-126-5p	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit	
Details	858	65	hsa-miR-126-5p	FBXO33	F-box protein 33	
Details	859	65	hsa-miR-126-5p	CSNK1D	casein kinase 1 delta	
Details	860	65	hsa-miR-126-5p	ERBIN	erbb2 interacting protein	
Details	861	65	hsa-miR-126-5p	TMEM26	transmembrane protein 26	
Details	862	65	hsa-miR-126-5p	ITGB8	integrin subunit beta 8	
Details	863	65	hsa-miR-126-5p	TNFRSF19	TNF receptor superfamily member 19	
Details	864	65	hsa-miR-126-5p	FHL5	four and a half LIM domains 5	
Details	865	65	hsa-miR-126-5p	NLGN4X	neuroligin 4 X-linked	
Details	866	65	hsa-miR-126-5p	ATXN1L	ataxin 1 like	
Details	867	65	hsa-miR-126-5p	HSFX3	heat shock transcription factor family, X-linked member 3	
Details	868	65	hsa-miR-126-5p	ATG16L1	autophagy related 16 like 1	
Details	869	65	hsa-miR-126-5p	XRN1	5'-3' exoribonuclease 1	
Details	870	65	hsa-miR-126-5p	TENT4B	terminal nucleotidyltransferase 4B	
Details	871	65	hsa-miR-126-5p	RAB3IP	RAB3A interacting protein	
Details	872	65	hsa-miR-126-5p	TLL2	tolloid like 2	
Details	873	65	hsa-miR-126-5p	STAU2	staufen double-stranded RNA binding protein 2	
Details	874	65	hsa-miR-126-5p	CTCFL	CCCTC-binding factor like	
Details	875	65	hsa-miR-126-5p	GCG	glucagon	
Details	876	65	hsa-miR-126-5p	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	
Details	877	65	hsa-miR-126-5p	TBC1D19	TBC1 domain family member 19	
Details	878	65	hsa-miR-126-5p	FBXO36	F-box protein 36	
Details	879	65	hsa-miR-126-5p	RNASEL	ribonuclease L	
Details	880	65	hsa-miR-126-5p	TMEM70	transmembrane protein 70	
Details	881	65	hsa-miR-126-5p	COLEC10	collectin subfamily member 10	
Details	882	65	hsa-miR-126-5p	DGKH	diacylglycerol kinase eta	
Details	883	65	hsa-miR-126-5p	SLC25A24	solute carrier family 25 member 24	
Details	884	65	hsa-miR-126-5p	IL15	interleukin 15	
Details	885	64	hsa-miR-126-5p	VGLL3	vestigial like family member 3	
Details	886	64	hsa-miR-126-5p	ZNF260	zinc finger protein 260	
Details	887	64	hsa-miR-126-5p	SPATA18	spermatogenesis associated 18	
Details	888	64	hsa-miR-126-5p	GRIA4	glutamate ionotropic receptor AMPA type subunit 4	
Details	889	64	hsa-miR-126-5p	MBTD1	mbt domain containing 1	
Details	890	64	hsa-miR-126-5p	ARL15	ADP ribosylation factor like GTPase 15	
Details	891	64	hsa-miR-126-5p	RAB27B	RAB27B, member RAS oncogene family	
Details	892	64	hsa-miR-126-5p	GNB4	G protein subunit beta 4	
Details	893	64	hsa-miR-126-5p	HBEGF	heparin binding EGF like growth factor	
Details	894	64	hsa-miR-126-5p	DNAH14	dynein axonemal heavy chain 14	
Details	895	64	hsa-miR-126-5p	MPP7	membrane palmitoylated protein 7	
Details	896	64	hsa-miR-126-5p	C11orf45	chromosome 11 open reading frame 45	
Details	897	64	hsa-miR-126-5p	EPHB1	EPH receptor B1	
Details	898	64	hsa-miR-126-5p	SYAP1	synapse associated protein 1	
Details	899	64	hsa-miR-126-5p	LACTB	lactamase beta	
Details	900	64	hsa-miR-126-5p	ALCAM	activated leukocyte cell adhesion molecule	
Details	901	64	hsa-miR-126-5p	TMEM47	transmembrane protein 47	
Details	902	64	hsa-miR-126-5p	TMEM30A	transmembrane protein 30A	
Details	903	64	hsa-miR-126-5p	RGS10	regulator of G protein signaling 10	
Details	904	64	hsa-miR-126-5p	SAA2	serum amyloid A2	
Details	905	64	hsa-miR-126-5p	NRXN3	neurexin 3	
Details	906	64	hsa-miR-126-5p	ZBTB6	zinc finger and BTB domain containing 6	
Details	907	64	hsa-miR-126-5p	NSUN7	NOP2/Sun RNA methyltransferase family member 7	
Details	908	64	hsa-miR-126-5p	MMGT1	membrane magnesium transporter 1	
Details	909	64	hsa-miR-126-5p	ZBTB8B	zinc finger and BTB domain containing 8B	
Details	910	64	hsa-miR-126-5p	C15orf41	chromosome 15 open reading frame 41	
Details	911	64	hsa-miR-126-5p	ANKRD33B	ankyrin repeat domain 33B	
Details	912	64	hsa-miR-126-5p	RBM46	RNA binding motif protein 46	
Details	913	64	hsa-miR-126-5p	TMEM100	transmembrane protein 100	
Details	914	64	hsa-miR-126-5p	RPS6KA6	ribosomal protein S6 kinase A6	
Details	915	64	hsa-miR-126-5p	ZMYM6	zinc finger MYM-type containing 6	
Details	916	64	hsa-miR-126-5p	UBE2H	ubiquitin conjugating enzyme E2 H	
Details	917	64	hsa-miR-126-5p	ARHGAP32	Rho GTPase activating protein 32	
Details	918	64	hsa-miR-126-5p	IL17F	interleukin 17F	
Details	919	64	hsa-miR-126-5p	UTS2B	urotensin 2B	
Details	920	64	hsa-miR-126-5p	MAN2A1	mannosidase alpha class 2A member 1	
Details	921	64	hsa-miR-126-5p	BZW1	basic leucine zipper and W2 domains 1	
Details	922	64	hsa-miR-126-5p	DDR1	discoidin domain receptor tyrosine kinase 1	
Details	923	64	hsa-miR-126-5p	SLMAP	sarcolemma associated protein	
Details	924	64	hsa-miR-126-5p	ADHFE1	alcohol dehydrogenase, iron containing 1	
Details	925	64	hsa-miR-126-5p	PRRX1	paired related homeobox 1	
Details	926	63	hsa-miR-126-5p	HMBOX1	homeobox containing 1	
Details	927	63	hsa-miR-126-5p	MRS2	magnesium transporter MRS2	
Details	928	63	hsa-miR-126-5p	CDC5L	cell division cycle 5 like	
Details	929	63	hsa-miR-126-5p	PSMB2	proteasome subunit beta 2	
Details	930	63	hsa-miR-126-5p	UFSP1	UFM1 specific peptidase 1 (inactive)	
Details	931	63	hsa-miR-126-5p	PRKD1	protein kinase D1	
Details	932	63	hsa-miR-126-5p	MOB1B	MOB kinase activator 1B	
Details	933	63	hsa-miR-126-5p	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma	
Details	934	63	hsa-miR-126-5p	RASAL2	RAS protein activator like 2	
Details	935	63	hsa-miR-126-5p	MST1L	macrophage stimulating 1 like	
Details	936	63	hsa-miR-126-5p	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha	
Details	937	63	hsa-miR-126-5p	TMEM135	transmembrane protein 135	
Details	938	63	hsa-miR-126-5p	ACADL	acyl-CoA dehydrogenase long chain	
Details	939	63	hsa-miR-126-5p	SOCS6	suppressor of cytokine signaling 6	
Details	940	63	hsa-miR-126-5p	DMXL1	Dmx like 1	
Details	941	63	hsa-miR-126-5p	FLRT2	fibronectin leucine rich transmembrane protein 2	
Details	942	63	hsa-miR-126-5p	SAE1	SUMO1 activating enzyme subunit 1	
Details	943	63	hsa-miR-126-5p	MBP	myelin basic protein	
Details	944	63	hsa-miR-126-5p	PRKX	protein kinase X-linked	
Details	945	63	hsa-miR-126-5p	MAP3K20	mitogen-activated protein kinase kinase kinase 20	
Details	946	63	hsa-miR-126-5p	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9	
Details	947	63	hsa-miR-126-5p	RMDN1	regulator of microtubule dynamics 1	
Details	948	63	hsa-miR-126-5p	ZNF41	zinc finger protein 41	
Details	949	63	hsa-miR-126-5p	SRGAP2C	SLIT-ROBO Rho GTPase activating protein 2C	
Details	950	63	hsa-miR-126-5p	FAM216B	family with sequence similarity 216 member B	
Details	951	63	hsa-miR-126-5p	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5	
Details	952	63	hsa-miR-126-5p	TMPRSS3	transmembrane serine protease 3	
Details	953	63	hsa-miR-126-5p	C9orf3	chromosome 9 open reading frame 3	
Details	954	63	hsa-miR-126-5p	ZSCAN9	zinc finger and SCAN domain containing 9	
Details	955	63	hsa-miR-126-5p	CCDC148	coiled-coil domain containing 148	
Details	956	63	hsa-miR-126-5p	LCORL	ligand dependent nuclear receptor corepressor like	
Details	957	63	hsa-miR-126-5p	MAPK13	mitogen-activated protein kinase 13	
Details	958	63	hsa-miR-126-5p	FZD2	frizzled class receptor 2	
Details	959	63	hsa-miR-126-5p	CFL2	cofilin 2	
Details	960	63	hsa-miR-126-5p	FRZB	frizzled related protein	
Details	961	62	hsa-miR-126-5p	NAA50	N(alpha)-acetyltransferase 50, NatE catalytic subunit	
Details	962	62	hsa-miR-126-5p	STS	steroid sulfatase	
Details	963	62	hsa-miR-126-5p	GOLGA7B	golgin A7 family member B	
Details	964	62	hsa-miR-126-5p	MMAA	metabolism of cobalamin associated A	
Details	965	62	hsa-miR-126-5p	PGM2L1	phosphoglucomutase 2 like 1	
Details	966	62	hsa-miR-126-5p	CSRNP3	cysteine and serine rich nuclear protein 3	
Details	967	62	hsa-miR-126-5p	CRNKL1	crooked neck pre-mRNA splicing factor 1	
Details	968	62	hsa-miR-126-5p	ELAVL2	ELAV like RNA binding protein 2	
Details	969	62	hsa-miR-126-5p	CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component	
Details	970	62	hsa-miR-126-5p	MGP	matrix Gla protein	
Details	971	62	hsa-miR-126-5p	ABRAXAS2	abraxas 2, BRISC complex subunit	
Details	972	62	hsa-miR-126-5p	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	
Details	973	62	hsa-miR-126-5p	CYTIP	cytohesin 1 interacting protein	
Details	974	62	hsa-miR-126-5p	TTC3	tetratricopeptide repeat domain 3	
Details	975	62	hsa-miR-126-5p	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	
Details	976	62	hsa-miR-126-5p	DCAF8L1	DDB1 and CUL4 associated factor 8 like 1	
Details	977	62	hsa-miR-126-5p	VAMP4	vesicle associated membrane protein 4	
Details	978	62	hsa-miR-126-5p	MFSD11	major facilitator superfamily domain containing 11	
Details	979	62	hsa-miR-126-5p	ARPC5L	actin related protein 2/3 complex subunit 5 like	
Details	980	62	hsa-miR-126-5p	CCDC36	coiled-coil domain containing 36	
Details	981	62	hsa-miR-126-5p	INO80D	INO80 complex subunit D	
Details	982	62	hsa-miR-126-5p	OGFRL1	opioid growth factor receptor like 1	
Details	983	62	hsa-miR-126-5p	GIMAP8	GTPase, IMAP family member 8	
Details	984	62	hsa-miR-126-5p	AMER2	APC membrane recruitment protein 2	
Details	985	62	hsa-miR-126-5p	C18orf25	chromosome 18 open reading frame 25	
Details	986	62	hsa-miR-126-5p	TMEM71	transmembrane protein 71	
Details	987	62	hsa-miR-126-5p	PELI2	pellino E3 ubiquitin protein ligase family member 2	
Details	988	62	hsa-miR-126-5p	RILPL1	Rab interacting lysosomal protein like 1	
Details	989	62	hsa-miR-126-5p	BRD1	bromodomain containing 1	
Details	990	62	hsa-miR-126-5p	DPPA4	developmental pluripotency associated 4	
Details	991	62	hsa-miR-126-5p	TMEM63B	transmembrane protein 63B	
Details	992	62	hsa-miR-126-5p	FSD1L	fibronectin type III and SPRY domain containing 1 like	
Details	993	62	hsa-miR-126-5p	TMEM9B	TMEM9 domain family member B	
Details	994	62	hsa-miR-126-5p	DOCK5	dedicator of cytokinesis 5	
Details	995	61	hsa-miR-126-5p	APLF	aprataxin and PNKP like factor	
Details	996	61	hsa-miR-126-5p	MED17	mediator complex subunit 17	
Details	997	61	hsa-miR-126-5p	BTLA	B and T lymphocyte associated	
Details	998	61	hsa-miR-126-5p	BTAF1	B-TFIID TATA-box binding protein associated factor 1	
Details	999	61	hsa-miR-126-5p	SH3RF1	SH3 domain containing ring finger 1	
Details	1000	61	hsa-miR-126-5p	EPSTI1	epithelial stromal interaction 1	
Details	1001	61	hsa-miR-126-5p	LOX	lysyl oxidase	
Details	1002	61	hsa-miR-126-5p	FAM227A	family with sequence similarity 227 member A	
Details	1003	61	hsa-miR-126-5p	DHX33	DEAH-box helicase 33	
Details	1004	61	hsa-miR-126-5p	FNDC3A	fibronectin type III domain containing 3A	
Details	1005	61	hsa-miR-126-5p	SRRM4	serine/arginine repetitive matrix 4	
Details	1006	61	hsa-miR-126-5p	NCAPG	non-SMC condensin I complex subunit G	
Details	1007	61	hsa-miR-126-5p	C12orf71	chromosome 12 open reading frame 71	
Details	1008	61	hsa-miR-126-5p	SNCA	synuclein alpha	
Details	1009	61	hsa-miR-126-5p	STON2	stonin 2	
Details	1010	61	hsa-miR-126-5p	DCLK2	doublecortin like kinase 2	
Details	1011	61	hsa-miR-126-5p	FABP7	fatty acid binding protein 7	
Details	1012	61	hsa-miR-126-5p	PDGFRA	platelet derived growth factor receptor alpha	
Details	1013	61	hsa-miR-126-5p	PNN	pinin, desmosome associated protein	
Details	1014	61	hsa-miR-126-5p	YPEL2	yippee like 2	
Details	1015	61	hsa-miR-126-5p	C8orf34	chromosome 8 open reading frame 34	
Details	1016	61	hsa-miR-126-5p	DSEL	dermatan sulfate epimerase like	
Details	1017	61	hsa-miR-126-5p	ERAP1	endoplasmic reticulum aminopeptidase 1	
Details	1018	61	hsa-miR-126-5p	IVD	isovaleryl-CoA dehydrogenase	
Details	1019	61	hsa-miR-126-5p	C1RL	complement C1r subcomponent like	
Details	1020	61	hsa-miR-126-5p	KIAA1109	KIAA1109	
Details	1021	61	hsa-miR-126-5p	MS4A1	membrane spanning 4-domains A1	
Details	1022	61	hsa-miR-126-5p	HNRNPD	heterogeneous nuclear ribonucleoprotein D	
Details	1023	61	hsa-miR-126-5p	ZNF627	zinc finger protein 627	
Details	1024	61	hsa-miR-126-5p	HBS1L	HBS1 like translational GTPase	
Details	1025	61	hsa-miR-126-5p	PHAX	phosphorylated adaptor for RNA export	
Details	1026	61	hsa-miR-126-5p	SLC25A21	solute carrier family 25 member 21	
Details	1027	61	hsa-miR-126-5p	C8orf37	chromosome 8 open reading frame 37	
Details	1028	61	hsa-miR-126-5p	METTL2A	methyltransferase like 2A	
Details	1029	61	hsa-miR-126-5p	NADK2	NAD kinase 2, mitochondrial	
Details	1030	61	hsa-miR-126-5p	CEP41	centrosomal protein 41	
